user_id,price,location,bedrooms,property_id,action
97,2481650,AddisAbaba,4,335,click
35,1319396,Adama,4,466,view
93,1363890,Hawassa,4,347,buy
19,2226229,Adama,3,169,view
62,3126583,DireDawa,3,263,save
67,3546641,Adama,3,224,buy
43,939350,BahirDar,3,232,save
21,3071644,AddisAbaba,1,317,click
53,3145106,BahirDar,5,314,save
16,1350673,AddisAbaba,3,110,buy
90,2732797,Adama,4,401,click
22,1784870,BahirDar,4,165,save
7,2803614,BahirDar,5,208,buy
47,3574198,BahirDar,2,444,view
39,2695346,AddisAbaba,2,261,save
66,1659101,BahirDar,4,431,click
90,1621341,Hawassa,1,165,view
51,1998160,Adama,5,469,view
83,2775032,DireDawa,2,112,view
32,3555103,DireDawa,4,189,view
24,3093844,AddisAbaba,3,392,buy
95,3517219,DireDawa,1,399,view
5,3995563,DireDawa,2,313,view
70,1861920,Adama,1,493,buy
75,3143001,BahirDar,4,247,save
52,1603604,Adama,3,447,view
62,2372454,AddisAbaba,2,363,save
30,3062857,AddisAbaba,5,161,click
93,1205065,AddisAbaba,2,109,save
18,3734451,Hawassa,3,439,save
76,3697550,AddisAbaba,2,466,view
96,3726653,BahirDar,1,282,view
86,3738895,Hawassa,2,284,view
64,3819383,Hawassa,4,255,save
8,1634948,Hawassa,2,330,buy
43,1700642,BahirDar,1,475,save
49,2279129,Hawassa,3,357,save
68,999429,DireDawa,2,132,view
42,1041638,Adama,3,405,save
65,2322138,BahirDar,5,249,save
27,1975225,DireDawa,3,228,buy
50,1477735,Adama,1,496,buy
91,1159256,Adama,4,201,save
69,1501717,Adama,3,363,buy
29,2353169,Adama,4,480,save
93,2541139,BahirDar,1,365,buy
85,1041147,DireDawa,4,165,save
68,3316514,BahirDar,1,242,click
36,2522580,DireDawa,3,379,buy
81,1552767,Adama,2,247,click
29,1501010,AddisAbaba,3,465,save
23,2925524,BahirDar,5,357,click
1,1900594,BahirDar,5,321,save
54,2542196,Adama,4,237,save
19,2490825,Adama,1,141,save
82,1505651,Adama,5,331,buy
23,2566877,DireDawa,4,186,buy
93,3316946,Hawassa,3,478,view
22,3044569,Hawassa,3,209,view
98,888366,DireDawa,2,274,save
88,1296533,BahirDar,1,343,click
77,3577857,Hawassa,1,194,view
62,3827378,BahirDar,3,213,save
48,1388584,Adama,3,301,save
70,1557126,AddisAbaba,5,210,view
44,1858171,AddisAbaba,3,471,save
46,3672015,AddisAbaba,4,266,view
62,3301782,Hawassa,4,295,view
90,3225201,Hawassa,2,451,save
27,2577615,DireDawa,3,467,click
49,3691124,AddisAbaba,5,414,view
41,1483768,Adama,2,121,save
23,1575081,Hawassa,4,475,click
63,1089077,Adama,5,124,buy
54,3450972,AddisAbaba,5,261,save
1,2310993,BahirDar,1,326,save
59,1730318,AddisAbaba,1,237,click
31,1753039,Hawassa,2,186,view
47,1716800,DireDawa,5,338,click
31,2216328,Hawassa,5,158,view
56,1075099,DireDawa,5,154,click
28,2077406,Hawassa,3,361,buy
61,1449310,AddisAbaba,4,382,save
34,2019163,Hawassa,3,302,save
3,3171045,Adama,5,428,buy
23,847951,Hawassa,1,422,view
12,2086921,AddisAbaba,4,147,save
98,2887120,BahirDar,3,392,buy
10,2377702,DireDawa,1,181,save
79,3176349,Hawassa,4,423,buy
27,2324776,DireDawa,1,419,click
65,1711930,BahirDar,2,187,buy
54,2822578,Hawassa,3,196,click
61,2719090,Hawassa,1,332,save
22,3565489,BahirDar,3,315,view
53,2740400,DireDawa,3,257,save
81,1322592,AddisAbaba,5,244,click
68,3590774,DireDawa,5,476,click
59,962479,DireDawa,5,238,buy
22,3434260,Adama,3,408,click
99,3562651,BahirDar,2,383,click
37,2416278,BahirDar,5,138,click
24,3299284,BahirDar,1,362,save
40,3084383,BahirDar,3,228,view
37,3810691,BahirDar,2,209,save
50,2453574,AddisAbaba,4,325,click
93,3901313,Adama,2,180,view
56,1078525,AddisAbaba,2,244,buy
4,2464738,DireDawa,2,351,buy
7,1575404,BahirDar,2,394,save
2,1594916,DireDawa,3,396,buy
76,1178557,AddisAbaba,3,311,save
29,955121,BahirDar,5,309,click
46,1582726,Adama,2,497,buy
2,3650417,BahirDar,2,190,click
33,3044949,AddisAbaba,3,355,save
93,3096559,Adama,2,320,buy
69,1094303,BahirDar,4,270,buy
4,3717531,Adama,5,307,buy
21,3979705,AddisAbaba,1,155,click
15,2869671,Adama,4,489,save
16,1952144,DireDawa,3,199,save
56,2651247,BahirDar,5,124,view
13,3603242,BahirDar,5,401,save
67,1001742,Hawassa,3,320,view
61,940803,Hawassa,3,417,buy
25,845604,DireDawa,1,335,save
98,3760997,DireDawa,2,234,click
74,2179390,BahirDar,4,426,click
72,2263969,DireDawa,4,168,view
15,3602599,Adama,2,447,buy
36,1780826,Hawassa,2,442,buy
50,3279198,BahirDar,4,451,save
22,1593048,BahirDar,3,495,click
61,2561438,AddisAbaba,1,262,view
16,1589366,AddisAbaba,2,468,view
91,2045207,DireDawa,5,263,click
65,812437,DireDawa,5,187,view
7,3770895,DireDawa,4,197,save
6,2600139,DireDawa,3,163,save
71,2019127,Adama,5,432,save
87,1896997,Adama,5,230,buy
92,1772611,AddisAbaba,4,111,click
22,3595831,BahirDar,5,251,click
9,1847255,Hawassa,2,152,buy
27,2434574,Adama,1,337,view
74,2696625,Adama,3,148,click
14,1395576,AddisAbaba,5,335,save
74,2034156,Hawassa,3,159,buy
75,3366434,Adama,3,452,save
80,1863261,DireDawa,2,387,view
44,1963051,BahirDar,4,101,save
26,1484695,Adama,2,408,click
36,3152794,Hawassa,1,479,click
62,3919340,Hawassa,5,336,save
54,953768,AddisAbaba,3,249,click
1,3625682,Adama,3,379,view
3,2680617,AddisAbaba,4,404,view
14,3592106,AddisAbaba,4,389,view
56,2778788,Hawassa,2,162,buy
35,2657169,DireDawa,5,380,save
52,3940851,Adama,5,182,buy
40,2572213,DireDawa,1,156,buy
25,1640226,Hawassa,1,237,view
69,3645631,Adama,5,410,buy
59,2482225,Hawassa,4,113,view
63,1399028,BahirDar,4,152,buy
44,2278192,AddisAbaba,4,111,view
86,3314398,Hawassa,2,245,click
15,1407001,AddisAbaba,5,267,buy
55,1874600,DireDawa,3,379,click
97,1121744,DireDawa,2,382,click
43,2440528,BahirDar,3,221,view
94,3445763,DireDawa,2,338,click
23,3365219,DireDawa,4,246,view
96,2028935,DireDawa,3,152,buy
32,2577482,DireDawa,4,453,click
39,1528550,DireDawa,4,210,save
99,2526387,BahirDar,1,318,view
34,1795995,AddisAbaba,3,201,click
55,2073419,Hawassa,2,108,click
98,3848822,Adama,2,494,save
59,2479337,AddisAbaba,1,302,buy
57,1889942,DireDawa,3,300,save
17,3726185,AddisAbaba,4,150,view
83,2210224,Adama,3,160,view
89,3580169,DireDawa,4,361,view
13,970860,AddisAbaba,3,164,click
89,874146,DireDawa,1,439,buy
64,1906823,DireDawa,4,135,buy
21,2631491,AddisAbaba,2,120,save
61,2671865,Hawassa,2,228,save
51,1690698,DireDawa,5,104,buy
79,2051583,BahirDar,4,218,save
68,2975516,Adama,1,222,view
13,3629963,Adama,5,486,buy
42,2314439,Hawassa,5,476,save
1,3114532,DireDawa,5,466,view
79,3102710,BahirDar,4,375,buy
81,2219098,DireDawa,4,197,buy
27,1568259,AddisAbaba,4,475,click
5,3818998,AddisAbaba,4,451,view
45,3760473,BahirDar,4,203,buy
34,3709095,Hawassa,5,330,buy
85,2247014,BahirDar,3,331,save
62,3551009,Adama,2,499,save
36,3268085,BahirDar,4,117,view
54,2789266,AddisAbaba,2,163,save
80,1155936,Adama,4,422,click
68,1271743,Hawassa,5,356,buy
63,3724781,DireDawa,4,303,save
49,3387183,AddisAbaba,4,465,view
65,3020961,DireDawa,1,428,buy
95,1070534,Adama,1,445,buy
4,3689235,DireDawa,2,467,view
8,3193528,Hawassa,2,406,view
88,1550202,BahirDar,3,296,save
96,3674832,Hawassa,1,272,click
99,3899223,DireDawa,5,150,view
83,3334477,Adama,2,496,buy
28,3763675,Adama,5,358,view
42,1122341,AddisAbaba,1,168,save
81,2938629,Adama,3,381,view
11,1214734,Adama,3,362,view
3,992948,Hawassa,1,472,save
92,1766279,Hawassa,2,121,buy
79,1027510,Hawassa,3,337,save
11,1416007,DireDawa,3,123,save
17,945444,Hawassa,5,136,buy
64,2280953,Adama,5,408,view
84,1466496,BahirDar,4,420,view
56,3487769,BahirDar,1,298,view
26,2054897,DireDawa,1,342,save
18,2198142,BahirDar,3,421,buy
